Gender,Age,Under 30,Senior Citizen,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Label,Population,30 to 64,Household Size,Is Alone,Receive Refund,Total Services Subscribed,Cost per GB,Historical Avg Monthly Charge,Bill Shock,Tenure Group,Referral a Friend,Under-Utilizing Unlimited
Male,27,Yes,No,Yes,0,Los Angeles,90043,33.988543,-118.334081,8,39,No,0.0,No,Yes,DSL,48,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,25.25,947.75,0.0,0,0.0,947.75,No,44764,No,2,No,No,0,0.5260415570746756,24.30128205128205,Yes,Loyal (2-4y),Yes,No
Male,53,No,No,Yes,0,Los Angeles,90044,33.952714,-118.292061,5,72,Yes,6.29,Yes,Yes,Fiber Optic,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.45,8375.05,0.0,0,452.88,8827.929999999998,No,87383,Yes,2,No,No,8,14.306232117209854,116.32013888888888,No,Very Loyal (4y+),Yes,Yes
Male,49,No,No,Yes,0,Los Angeles,90046,34.108455,-118.362081,3,54,Yes,48.45,Yes,Yes,DSL,28,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.7,3770.0,0.0,0,2616.3,6386.3,No,49839,Yes,2,No,No,4,2.5249990982146078,69.81481481481481,Yes,Very Loyal (4y+),Yes,No
Female,58,No,No,Yes,0,Los Angeles,90048,34.072945,-118.37267,7,63,Yes,6.33,No,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,75.55,4707.85,0.0,0,398.79,5106.64,No,21739,Yes,2,No,No,5,2.5183324938891687,74.72777777777779,Yes,Very Loyal (4y+),Yes,No
Male,40,No,No,Yes,3,Los Angeles,90049,34.091829,-118.491244,9,71,Yes,33.67,Yes,Yes,Fiber Optic,75,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.8,6152.4,0.0,0,2390.57,8542.97,No,33523,Yes,5,No,No,3,1.130666515911131,86.65352112676055,No,Very Loyal (4y+),Yes,No
Female,56,No,No,No,0,Los Angeles,90056,33.987945,-118.370442,0,42,Yes,23.25,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.65,958.1,0.0,0,976.5,1934.6,No,8115,Yes,1,Yes,No,0,2064999.9999999998,22.811904761904763,No,Loyal (2-4y),No,No
Male,27,Yes,No,No,0,Los Angeles,90057,34.061918,-118.277939,0,47,Yes,6.61,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.45,943.0,0.0,0,310.67,1253.67,No,44004,No,1,Yes,No,0,2044999.9999999998,20.06382978723404,Yes,Loyal (2-4y),No,No
Male,20,Yes,No,No,0,Los Angeles,90061,33.92128,-118.274186,0,11,No,0.0,No,Yes,DSL,73,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35.65,425.1,0.0,0,0.0,425.1,No,24511,No,1,Yes,No,2,0.48835609748546605,38.64545454545455,No,New (0-1y),No,No
Male,41,No,No,No,0,Los Angeles,90064,34.037251,-118.423573,0,69,Yes,49.35,Yes,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,97.65,6743.55,0.0,0,3405.15,10148.7,No,24505,Yes,1,Yes,No,5,3.2549989150003618,97.73260869565217,No,Very Loyal (4y+),No,No
Female,21,Yes,No,No,0,Los Angeles,90068,34.137411,-118.328915,0,5,Yes,29.74,Yes,Yes,Fiber Optic,42,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.75,417.75,0.0,0,148.7,566.45,No,21728,No,1,Yes,No,3,1.9702376261338983,83.55,No,New (0-1y),No,No
Female,19,Yes,No,Yes,0,West Hollywood,90069,34.093781,-118.381061,1,71,Yes,24.72,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.4,1725.4,0.0,0,1755.12,3480.52,No,20408,No,2,No,No,1,2439999.9999999995,24.301408450704226,Yes,Very Loyal (4y+),Yes,No
Female,28,Yes,No,No,0,Los Angeles,90071,34.052917,-118.255178,0,29,Yes,39.35,Yes,Yes,DSL,69,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,55.25,1620.2,0.0,0,1141.15,2761.3500000000004,No,21,No,1,Yes,No,2,0.8007245216341272,55.86896551724138,No,Loyal (2-4y),No,No
Male,39,No,No,Yes,0,Los Angeles,90077,34.102084,-118.451629,3,52,Yes,44.65,Yes,Yes,Cable,3,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.35,3169.55,0.0,0,2321.8,5491.35,No,10470,Yes,2,No,No,3,20.449931833560555,60.95288461538462,Yes,Very Loyal (4y+),Yes,Yes
Male,40,No,No,No,0,Bell,90201,33.970343,-118.171368,0,68,Yes,20.29,Yes,Yes,DSL,29,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,76.75,5233.25,0.0,0,1379.72,6612.97,No,105285,Yes,1,Yes,No,6,2.646550811534203,76.9595588235294,No,Very Loyal (4y+),No,No
Female,61,No,No,Yes,1,Beverly Hills,90210,34.099891,-118.414338,9,46,Yes,47.5,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,967.85,0.0,0,2185.0,3152.85,No,21397,Yes,3,No,No,0,1939999.9999999998,21.04021739130435,No,Loyal (2-4y),Yes,No
Male,63,No,No,No,0,Beverly Hills,90211,34.063947,-118.383001,0,8,Yes,30.53,No,Yes,DSL,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,54.75,438.05,0.0,0,244.24,682.29,No,8321,Yes,1,Yes,No,2,2.1057684208582996,54.75625,No,New (0-1y),No,No
Male,23,Yes,No,Yes,0,Beverly Hills,90212,34.062095,-118.401508,10,72,Yes,27.97,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,1421.9,0.0,0,2013.84,3435.74,No,11355,No,2,No,No,0,1969999.9999999998,19.748611111111114,No,Very Loyal (4y+),Yes,No
Female,38,No,No,No,0,Compton,90220,33.88151,-118.234451,0,17,Yes,25.62,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,323.15,0.0,0,435.54,758.69,No,47305,Yes,1,Yes,No,0,1989999.9999999998,19.008823529411764,Yes,Standard (1-2y),No,No
Male,42,No,No,No,0,Compton,90221,33.885811,-118.206459,0,3,Yes,12.66,No,Yes,Fiber Optic,28,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.95,318.6,0.0,0,37.98,356.58000000000004,No,51387,Yes,1,Yes,No,6,3.8553557659443696,106.2,Yes,New (0-1y),No,No
Female,52,No,No,No,0,Culver City,90232,34.019323,-118.391902,0,51,No,0.0,No,Yes,DSL,24,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,56.4,2928.5,0.0,0,0.0,2928.5,No,15195,Yes,1,Yes,No,5,2.3499990208337413,57.42156862745098,No,Very Loyal (4y+),No,No
Female,52,No,No,Yes,1,Downey,90240,33.956228,-118.120993,4,6,Yes,25.05,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1,100.35,0.0,0,150.3,250.65,No,24908,Yes,3,No,No,0,2010000.0,16.724999999999998,Yes,New (0-1y),Yes,No
Female,51,No,No,Yes,0,Downey,90241,33.940884,-118.128628,5,3,Yes,2.97,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.9,273.2,0.0,0,8.91,282.11,No,40152,Yes,2,No,No,4,13.557123489823587,91.06666666666666,Yes,New (0-1y),Yes,Yes
Male,62,No,No,Yes,0,El Segundo,90245,33.917145,-118.401554,4,30,Yes,5.56,Yes,Yes,DSL,8,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.9,1441.95,0.0,100,166.79999999999998,1708.75,No,16041,Yes,2,No,No,1,6.237492203134746,48.065000000000005,Yes,Loyal (2-4y),Yes,No
Male,39,No,No,No,0,Gardena,90247,33.890853,-118.297967,0,31,Yes,6.4,Yes,Yes,Cable,24,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,2168.15,0.0,0,198.4,2366.55,No,47758,Yes,1,Yes,No,4,2.960415433160236,69.94032258064516,Yes,Loyal (2-4y),No,No
Female,57,No,No,No,0,Gardena,90248,33.876482,-118.284077,0,45,Yes,37.39,No,Yes,DSL,30,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,81.65,3618.7,0.0,0,1682.55,5301.25,No,9960,Yes,1,Yes,No,6,2.721665759444747,80.41555555555556,Yes,Loyal (2-4y),No,No
Male,30,No,No,Yes,0,Gardena,90249,33.90139,-118.315697,5,64,Yes,13.8,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,89.45,5692.65,0.0,0,883.2,6575.849999999999,No,26442,Yes,2,No,No,4,1.8635412784289003,88.94765625,Yes,Very Loyal (4y+),Yes,No
Male,46,No,No,No,0,Lawndale,90260,33.88856,-118.351813,0,1,Yes,5.02,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.05,19.05,0.0,0,5.02,24.07,No,33300,Yes,1,Yes,No,0,1905000.0,19.05,No,New (0-1y),No,No
Male,51,No,No,Yes,1,Malibu,90263,34.037037,-118.705803,0,72,Yes,24.95,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.45,8100.55,0.0,0,1796.4,9896.95,No,11,Yes,3,No,No,8,8.803839381662014,112.50763888888889,Yes,Very Loyal (4y+),No,Yes
Female,61,No,No,Yes,0,Manhattan Beach,90266,33.889632,-118.39737,4,7,Yes,31.43,No,Yes,DSL,24,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,44.25,313.45,0.0,0,220.01,533.46,No,33758,Yes,2,No,No,0,1.8437492317711535,44.778571428571425,No,New (0-1y),Yes,No
Female,43,No,No,Yes,0,Maywood,90270,33.988572,-118.186565,6,66,Yes,11.72,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,90.55,6130.95,0.0,0,773.5200000000001,6904.47,No,28094,Yes,2,No,No,4,4.5274977362511315,92.89318181818182,No,Very Loyal (4y+),Yes,Yes
Male,61,No,No,Yes,1,Palos Verdes Peninsula,90274,33.788208,-118.404955,2,40,Yes,1.89,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.4,745.3,0.0,0,75.6,820.9,No,24979,Yes,3,No,No,0,2039999.9999999998,18.6325,Yes,Loyal (2-4y),Yes,No
Male,24,Yes,No,No,0,Rancho Palos Verdes,90275,33.753146,-118.367459,0,16,Yes,25.71,Yes,Yes,DSL,48,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,71.4,1212.1,0.0,0,411.36,1623.46,No,41263,No,1,Yes,No,5,1.4874996901042312,75.75625,No,Standard (1-2y),No,No
Male,19,Yes,No,Yes,0,Redondo Beach,90278,33.873395,-118.37019,9,67,Yes,3.28,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.85,1583.5,0.0,0,219.76,1803.26,No,37322,No,2,No,No,1,2485000.0,23.634328358208954,Yes,Very Loyal (4y+),Yes,No
Female,45,No,No,Yes,0,South Gate,90280,33.944624,-118.192615,2,41,Yes,9.85,No,Yes,Fiber Optic,14,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.45,4162.05,0.0,0,403.85,4565.900000000001,No,96267,Yes,2,No,No,6,7.46070895663646,101.51341463414634,Yes,Loyal (2-4y),Yes,Yes
Female,58,No,No,Yes,1,Topanga,90290,34.115192,-118.61017,2,56,Yes,48.56,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.8,1119.9,0.0,0,2719.36,3839.26,No,5451,Yes,3,No,No,0,1980000.0,19.998214285714287,No,Very Loyal (4y+),Yes,No
Female,25,Yes,No,No,0,Venice,90291,33.991782,-118.479229,0,72,Yes,48.52,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.45,8013.55,0.0,90,3493.44,11596.99,No,31021,No,1,Yes,No,8,2.283332885621003,111.29930555555556,Yes,Very Loyal (4y+),No,No
Female,58,No,No,Yes,0,Playa Del Rey,90293,33.947305,-118.439841,1,54,Yes,32.72,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,1102.4,0.0,0,1766.88,2869.28,No,11264,Yes,2,No,No,0,2005000.0,20.414814814814818,No,Very Loyal (4y+),Yes,No
Female,63,No,No,No,0,Inglewood,90302,33.975332,-118.355252,0,50,Yes,29.8,No,Yes,Fiber Optic,26,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.7,4304.5,0.0,0,1490.0,5794.5,No,30779,Yes,1,Yes,No,4,3.4499986730774337,86.09,Yes,Very Loyal (4y+),No,No
Male,33,No,No,Yes,0,Inglewood,90304,33.936827,-118.359824,10,27,Yes,9.01,No,Yes,DSL,5,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,48.7,1421.75,0.0,0,243.27,1665.02,No,28680,Yes,2,No,No,1,9.73998052003896,52.657407407407405,No,Loyal (2-4y),Yes,Yes
Male,56,No,No,No,0,Santa Monica,90401,34.015481,-118.493231,0,62,Yes,38.33,No,Yes,Cable,30,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,74.3,4698.05,0.0,0,2376.46,7074.51,No,5221,Yes,1,Yes,No,5,2.4766658411113864,75.775,No,Very Loyal (4y+),No,No
Female,59,No,No,No,0,Santa Monica,90402,34.035849,-118.503508,0,12,Yes,37.63,No,Yes,DSL,26,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.3,654.5,0.0,130,451.56000000000006,1236.06,No,11509,Yes,1,Yes,No,2,2.0884607352074096,54.541666666666664,No,New (0-1y),No,No
Male,31,No,No,Yes,8,Santa Monica,90404,34.026334,-118.474222,2,54,Yes,46.7,No,Yes,Fiber Optic,75,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,79.95,4362.05,0.0,0,2521.8,6883.85,No,19975,Yes,10,No,No,2,1.0659998578666856,80.77870370370371,No,Very Loyal (4y+),Yes,No
Female,49,No,No,No,0,Santa Monica,90405,34.005439,-118.477507,0,68,Yes,2.83,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.05,1386.9,0.0,0,192.44,1579.34,No,26099,Yes,1,Yes,No,0,2005000.0,20.39558823529412,No,Very Loyal (4y+),No,No
Male,20,Yes,No,No,0,Torrance,90501,33.833699,-118.314387,0,20,Yes,31.02,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,415.4,0.0,0,620.4,1035.8,No,40705,No,1,Yes,No,0,1939999.9999999998,20.77,No,Standard (1-2y),No,No
Male,46,No,No,Yes,0,Torrance,90502,33.833181,-118.292062,4,50,Yes,10.33,Yes,Yes,DSL,6,No,No,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,54.9,2614.1,0.0,0,516.5,3130.6,No,17058,Yes,2,No,No,2,9.149984750025418,52.282,Yes,Very Loyal (4y+),Yes,Yes
Male,42,No,No,No,0,Torrance,90503,33.840399,-118.353714,0,58,Yes,2.38,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.45,1513.6,0.0,0,138.04,1651.64,No,41979,Yes,1,Yes,No,1,2444999.9999999995,26.096551724137928,No,Very Loyal (4y+),No,No
Male,41,No,No,Yes,3,Torrance,90504,33.867257,-118.330794,4,35,Yes,48.08,Yes,Yes,Fiber Optic,53,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.65,3161.6,0.0,40,1682.8,4884.4,No,31678,Yes,5,No,No,3,1.691509114809601,90.33142857142857,No,Loyal (2-4y),Yes,No
Female,31,No,No,No,0,Torrance,90505,33.807882,-118.347957,0,2,Yes,10.81,No,Yes,Cable,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.4,80.95,0.0,0,21.62,102.57,No,34873,Yes,1,Yes,No,0,3.492305005919226,40.475,Yes,New (0-1y),No,Yes
Male,35,No,No,Yes,0,Whittier,90601,34.007353,-118.033683,3,63,Yes,12.15,Yes,Yes,DSL,21,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,75.7,4676.7,0.0,0,765.45,5442.15,No,32050,Yes,2,No,No,6,3.6047601882094344,74.23333333333333,Yes,Very Loyal (4y+),Yes,No
Female,35,No,No,Yes,0,Whittier,90602,33.972119,-118.020188,8,58,Yes,37.95,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,110.65,6526.65,0.0,0,2201.1000000000004,8727.75,No,26265,Yes,2,No,No,7,6.147218807100663,112.52844827586206,No,Very Loyal (4y+),Yes,Yes
Female,37,No,No,Yes,0,Whittier,90603,33.945318,-117.992066,10,27,Yes,20.96,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.55,583.3,0.0,0,565.9200000000001,1149.22,No,19109,Yes,2,No,No,0,2055000.0,21.6037037037037,No,Loyal (2-4y),Yes,No
Female,57,No,No,Yes,0,Whittier,90604,33.929704,-118.01208,7,71,Yes,9.44,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,115.15,8078.1,0.0,0,670.24,8748.34,No,37887,Yes,2,No,No,8,12.794430228410858,113.77605633802817,Yes,Very Loyal (4y+),Yes,Yes
Female,35,No,No,No,0,Whittier,90605,33.960891,-118.032222,0,63,Yes,27.38,No,Yes,DSL,9,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,58.55,3503.5,0.0,0,1724.9399999999998,5228.44,No,38181,Yes,1,Yes,No,3,6.505548327168525,55.611111111111114,Yes,Very Loyal (4y+),No,Yes
Male,40,No,No,Yes,0,Whittier,90606,33.976678,-118.065875,8,71,Yes,26.56,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93.25,6669.45,0.0,90,1885.76,8645.21,No,32148,Yes,2,No,No,5,13.321409540843513,93.93591549295775,No,Very Loyal (4y+),Yes,No
Female,51,No,No,Yes,1,Cypress,90630,33.818477,-118.038307,10,68,Yes,46.61,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.35,1292.65,0.0,0,3169.48,4462.13,No,47344,Yes,3,No,No,0,1935000.0,19.009558823529414,Yes,Very Loyal (4y+),Yes,No
Male,32,No,No,Yes,2,La Habra,90631,33.940619,-117.9513,10,1,Yes,26.26,No,Yes,DSL,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.75,48.75,0.0,0,26.26,75.01,No,67354,Yes,4,No,No,1,2.2159080836781437,48.75,No,New (0-1y),Yes,No
Female,37,No,No,No,0,Norwalk,90650,33.905963,-118.08263,0,28,Yes,3.25,Yes,Yes,Cable,11,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.9,1505.15,0.0,0,91.0,1596.15,No,103214,Yes,1,Yes,No,2,4.990904553723133,53.75535714285714,Yes,Loyal (2-4y),No,Yes
Male,54,No,No,Yes,2,Pico Rivera,90660,33.989524,-118.089299,3,72,Yes,47.69,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.75,1859.1,0.0,0,3433.68,5292.78,No,63288,Yes,4,No,No,1,2475000.0,25.820833333333333,No,Very Loyal (4y+),Yes,No
Female,36,No,No,No,0,Santa Fe Springs,90670,33.933565,-118.062611,0,2,Yes,46.78,No,Yes,Fiber Optic,12,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,91.15,168.5,0.0,10,93.56,272.06,No,16271,Yes,1,Yes,No,3,7.595827003477498,84.25,Yes,New (0-1y),No,No
Male,39,No,No,Yes,0,Harbor City,90710,33.798266,-118.300237,4,68,Yes,38.38,Yes,Yes,DSL,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.2,6392.85,0.0,0,2609.84,9002.69,No,24660,Yes,2,No,No,8,4.6099976950011525,94.0125,No,Very Loyal (4y+),Yes,Yes
Female,54,No,No,Yes,0,Lakewood,90715,33.841027,-118.078097,10,57,Yes,23.28,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.6,1134.25,0.0,0,1326.96,2461.21,No,20890,Yes,2,No,No,0,1960000.0,19.899122807017545,No,Very Loyal (4y+),Yes,No
Male,45,No,No,Yes,0,Hawaiian Gardens,90716,33.830431,-118.074071,9,54,No,0.0,No,Yes,Cable,9,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.4,1621.35,0.0,0,0.0,1621.35,No,14852,Yes,2,No,No,1,3.377774024695528,30.025,Yes,Very Loyal (4y+),Yes,Yes
Female,60,No,No,Yes,0,Los Alamitos,90720,33.79499,-118.065591,8,44,Yes,44.87,No,Yes,Cable,20,Yes,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card,61.5,2722.2,0.0,150,1974.28,4846.48,No,21343,Yes,2,No,No,3,3.0749984625007687,61.86818181818182,No,Loyal (2-4y),Yes,No
Male,64,No,No,Yes,1,Paramount,90723,33.897122,-118.164432,10,42,Yes,16.67,Yes,Yes,Cable,17,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.4,3058.3,0.0,0,700.1400000000001,3758.440000000001,No,55306,Yes,3,No,No,4,4.082350539793801,72.81666666666668,No,Loyal (2-4y),Yes,Yes
Male,27,Yes,No,Yes,1,San Pedro,90731,33.736387,-118.284363,1,72,Yes,35.33,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.75,1769.6,0.0,0,2543.76,4313.36,No,58639,No,3,No,No,1,2475000.0,24.577777777777776,Yes,Very Loyal (4y+),Yes,No
Female,26,Yes,No,Yes,0,San Pedro,90732,33.744119,-118.31448,3,71,Yes,9.5,Yes,Yes,Cable,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,91.05,6293.75,0.0,0,674.5,6968.25,No,21279,No,2,No,No,8,1.1980261581544527,88.6443661971831,Yes,Very Loyal (4y+),Yes,No
Female,20,Yes,No,Yes,0,Sunset Beach,90742,33.719221,-118.073596,5,23,Yes,14.53,Yes,Yes,Cable,48,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,73.65,1642.75,0.0,0,334.19,1976.94,No,1107,No,2,No,No,5,1.5343746803386082,71.42391304347827,Yes,Standard (1-2y),Yes,No
Female,35,No,No,No,0,Surfside,90743,33.728273,-118.085304,0,30,Yes,9.27,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,578.5,0.0,0,278.1,856.5999999999999,No,174,Yes,1,Yes,No,0,1939999.9999999998,19.283333333333335,Yes,Loyal (2-4y),No,No
Male,40,No,No,No,0,Wilmington,90744,33.782068,-118.262263,0,35,Yes,49.13,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,26.2,954.9,0.0,0,1719.5500000000002,2674.4500000000003,No,53323,Yes,1,Yes,No,1,2619999.9999999995,27.282857142857143,No,Loyal (2-4y),No,No
Male,54,No,No,No,0,Carson,90746,33.859171,-118.252272,0,1,Yes,15.9,No,Yes,Cable,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.85,43.85,0.0,10,15.9,69.75,No,25566,Yes,1,Yes,No,0,1.6240734725653807,43.85,No,New (0-1y),No,No
Male,22,Yes,No,No,0,Long Beach,90802,33.752524,-118.210737,0,22,Yes,15.77,No,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.7,1490.4,0.0,0,346.94,1837.34,No,38427,No,1,Yes,No,0,1.659523414399187,67.74545454545455,Yes,Standard (1-2y),No,No
Male,26,Yes,No,Yes,0,Long Beach,90803,33.760458,-118.129725,5,7,No,0.0,No,Yes,Cable,58,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,38.55,280.0,0.0,0,0.0,280.0,No,31352,No,2,No,No,3,0.6646550578180934,40.0,No,New (0-1y),Yes,No
Female,46,No,No,No,0,Long Beach,90804,33.783047,-118.1486,0,36,No,0.0,No,Yes,Cable,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,53.1,1901.25,0.0,0,0.0,1901.25,No,43467,Yes,1,Yes,No,6,5.899993444451729,52.8125,Yes,Loyal (2-4y),No,Yes
Female,39,No,No,Yes,1,Long Beach,90805,33.864622,-118.179626,7,34,Yes,9.66,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.65,716.4,0.0,0,328.44,1044.84,No,91664,Yes,3,No,No,0,2064999.9999999998,21.070588235294117,No,Loyal (2-4y),Yes,No
Male,25,Yes,No,Yes,0,Long Beach,90806,33.802664,-118.179971,1,72,Yes,32.67,Yes,Yes,Cable,48,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,64.45,4720.0,0.0,0,2352.24,7072.24,No,49647,No,2,No,No,4,1.342708053602489,65.55555555555556,No,Very Loyal (4y+),Yes,No
Male,48,No,No,Yes,1,Long Beach,90807,33.830099,-118.182239,9,36,Yes,34.79,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.1,930.95,0.0,0,1252.44,2183.3900000000003,No,31556,Yes,3,No,No,1,2510000.0,25.859722222222224,No,Loyal (2-4y),Yes,No
Female,35,No,No,Yes,1,Long Beach,90814,33.771612,-118.143866,3,71,Yes,34.53,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card,95.15,6770.85,0.0,0,2451.63,9222.48,No,19034,Yes,3,No,No,5,5.007892101109421,95.36408450704226,No,Very Loyal (4y+),Yes,No
