Gender,Age,Under 30,Senior Citizen,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Population,30 to 64,Household Size,Is Alone,Receive Refund,Total Services Subscribed,Cost per GB,Historical Avg Monthly Charge,Bill Shock,Referral a Friend,Under-Utilizing Unlimited,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet Service,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Tenure Group_Loyal (2-4y),Tenure Group_New (0-1y),Tenure Group_Standard (1-2y),Tenure Group_Very Loyal (4y+)
0,69,0,1,1,0,0.0,92086,33.323705,-116.626907,9,64,1,3.76,0,1,11,1,1,1,0,0,1,0,1,0,97.0,6430.9,0.0,0,240.64,6671.54,1205,0,2,0,0,4,8.81817380166018,100.4828125,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,63,0,0,0,0,0.23289199999345978,90013,34.044639,-118.240413,0,9,1,34.79,0,0,0,0,0,0,0,0,0,0,0,0,20.15,238.15,0.0,0,313.11,551.26,9732,1,1,1,0,0,2015000.0,26.461111111111112,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,22,1,0,1,0,0.0,95370,37.982716,-120.343732,4,67,1,33.01,0,0,0,0,0,0,0,0,0,0,0,0,19.65,1335.2,0.0,0,2211.67,3546.87,25340,0,2,0,0,0,1965000.0,19.928358208955224,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,57,0,0,1,1,0.5746318180866112,95351,37.621458,-121.012295,3,47,1,38.25,0,1,20,1,0,1,0,0,1,1,1,0,90.05,4137.2,0.0,0,1797.75,5934.95,47536,1,3,0,0,4,4.502497748751126,88.02553191489362,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,27,1,0,0,0,0.0,94972,38.339996,-122.935056,0,66,1,4.32,1,1,73,1,1,1,1,1,1,1,1,1,114.3,7383.7,0.0,0,285.12,7668.82,66,0,1,1,0,8,1.565753210170793,111.87424242424242,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,53,0,0,1,0,0.0,90274,33.788208,-118.404955,1,22,1,49.66,0,1,3,1,1,0,1,1,1,1,1,1,104.6,2180.55,0.0,0,1092.52,3273.07,24979,1,2,0,0,6,34.866550444831844,99.1159090909091,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,66,0,1,0,0,0.0,93065,34.269449,-118.768471,0,72,1,2.37,1,0,0,0,0,0,0,0,0,0,0,1,25.1,1789.9,0.0,0,170.64,1960.54,64802,0,1,1,0,1,2510000.0,24.859722222222224,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,50,0,0,1,0,0.2556777216473174,95326,37.5923,-120.853288,5,26,1,37.6,1,1,10,0,1,0,0,0,0,0,1,0,79.3,2015.8,0.0,0,977.6,2993.4,6822,1,2,0,0,2,7.92999207000793,77.53076923076922,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,57,0,0,0,0,0.08909124906679566,92882,33.819385,-117.600213,0,56,1,21.61,0,1,27,1,0,1,0,0,0,0,1,0,52.7,3019.7,0.0,0,1210.16,4229.86,60294,1,1,1,0,2,1.9518511289440263,53.92321428571428,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,38,0,0,0,0,0.4082504974174488,93205,35.523991,-118.400432,0,1,1,42.46,0,1,27,0,0,0,0,1,1,1,1,1,89.55,89.55,0.0,0,42.46,132.01,1954,1,1,1,0,3,3.31666543827206,89.55,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,77,0,1,0,0,0.3225003658013655,92373,34.003243,-117.138286,0,41,1,42.06,1,1,21,0,0,1,0,1,1,0,1,1,98.4,4187.75,0.0,0,1724.46,5912.21,31230,0,1,1,0,4,4.685712054422831,102.14024390243902,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,52,0,0,1,0,0.4082504974174488,93641,36.696759,-119.024051,1,53,1,47.55,1,1,13,1,0,1,1,1,0,0,1,0,77.4,4155.95,0.0,0,2520.15,6676.099999999999,571,1,2,0,0,5,5.95384157396802,78.41415094339622,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,38,0,0,1,0,0.0,93541,37.890145,-119.184087,7,68,1,47.95,0,1,14,1,1,0,1,1,1,1,1,1,79.6,5515.8,0.0,0,3260.6000000000004,8776.400000000001,504,1,2,0,0,6,5.685710224492697,81.11470588235295,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,49,0,0,0,0,0.2511292293418219,91406,34.195685,-118.490752,0,15,0,0.0,0,1,23,0,1,0,0,0,1,1,1,1,38.8,603.0,0.0,0,0.0,603.0,50047,1,1,1,0,3,1.686955788280092,40.2,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,35,0,0,1,0,0.26546653144016225,94561,37.999406,-121.686241,8,65,1,36.62,1,1,6,1,1,0,1,1,0,0,1,1,100.15,6643.5,0.0,0,2380.3,9023.8,27607,1,2,0,0,5,16.69163884726859,102.20769230769233,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,74,0,1,1,3,0.2594689118371441,90808,33.823943,-118.111335,1,71,1,46.11,1,1,20,0,1,1,1,0,1,0,0,1,72.9,5139.65,0.0,20,3273.81,8433.46,37417,0,5,0,0,5,3.644998177500912,72.38943661971831,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,22,1,0,0,2,0.0,96027,41.405193,-123.008567,0,1,1,34.4,0,1,52,0,0,1,0,0,0,1,1,0,48.95,48.95,0.0,0,34.4,83.35,2156,0,3,0,0,2,0.9413459728180822,48.95,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,76,0,1,0,0,0.4082504974174488,95346,38.121601,-120.133915,0,67,1,38.85,1,1,19,0,0,1,0,1,1,0,1,1,101.4,6841.05,0.0,0,2602.9500000000003,9444.0,1278,0,1,1,0,4,5.33683929640037,102.10522388059702,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,25,1,0,0,0,0.4082504974174488,96137,40.271535,-121.018087,0,4,1,21.62,0,1,59,0,0,0,0,1,0,1,0,1,81.0,340.85,0.0,50,86.48,477.33,4158,0,1,1,0,2,1.3728811232404876,85.2125,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,58,0,0,0,0,0.23443873514003896,93257,36.008958,-118.891593,0,58,1,29.25,0,0,0,0,0,0,0,0,0,0,0,0,20.3,1131.5,0.0,0,1696.5,2828.0,65566,1,1,1,0,0,2030000.0,19.50862068965517,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,49,0,0,0,0,0.5780377477960577,94555,37.555473,-122.080312,0,1,1,43.06,0,1,9,1,1,0,1,0,0,0,1,1,83.4,83.4,0.0,0,43.06,126.46,33883,1,1,1,0,3,9.266656370381812,83.4,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,28,1,0,0,0,0.6781608061733155,92126,32.886925,-117.152162,0,37,1,21.84,0,1,41,0,1,0,0,1,1,1,1,1,96.1,3646.8,0.0,0,808.08,4454.88,74232,0,1,1,0,4,2.343901867341008,98.56216216216217,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,55,0,0,0,0,0.0,92563,33.581045,-117.14719,0,40,1,35.58,1,1,8,0,0,1,1,1,1,1,1,0,104.8,4131.95,0.0,0,1423.1999999999998,5555.15,18311,1,1,1,0,6,13.099983625020467,103.29875,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,38,0,0,1,0,0.251633228367951,94589,38.161321,-122.271588,6,11,1,44.2,0,1,15,0,0,0,0,1,0,0,1,1,55.05,608.15,0.0,0,486.2000000000001,1094.35,42209,1,2,0,0,1,3.669997553334965,55.28636363636363,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,57,0,0,1,0,0.23289199999345978,90071,34.052917,-118.255178,1,21,1,1.21,1,1,16,1,0,1,0,1,1,1,1,1,103.9,2254.2,0.0,0,25.41,2279.61,21,1,2,0,0,6,6.493745941408787,107.34285714285711,0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,20,1,0,1,0,0.2726170682551882,95125,37.294926,-121.894763,8,55,1,47.46,1,1,53,1,1,1,1,1,1,1,1,1,90.15,4916.95,0.0,0,2610.3,7527.25,46185,0,2,0,0,8,1.700943075293759,89.3990909090909,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,61,0,0,0,0,0.4082504974174488,95625,38.349195,-121.902943,0,4,1,27.57,0,1,27,0,0,0,0,1,0,0,1,1,79.0,303.15,0.0,0,110.28,413.43,171,1,1,1,0,1,2.9259248422500583,75.7875,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,58,0,0,1,3,0.0,92347,34.983808,-117.239306,6,30,1,40.0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,711.9,0.0,0,1200.0,1911.9,1933,1,5,0,0,0,2125000.0,23.73,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,24,1,0,0,0,0.0,90275,33.753146,-118.367459,0,16,1,25.71,1,1,48,0,1,1,0,0,1,1,1,1,71.4,1212.1,0.0,0,411.36,1623.46,41263,0,1,1,0,5,1.4874996901042312,75.75625,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,48,0,0,0,0,0.3145715995918679,93675,36.719141,-119.202677,0,1,1,22.97,0,1,23,0,0,1,0,1,0,0,1,1,85.45,85.45,0.0,0,22.97,108.42,3146,1,1,1,0,2,3.715215775993141,85.45,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,43,0,0,0,0,0.0,93240,35.607875,-118.466318,0,11,1,47.88,0,0,0,0,0,0,0,0,0,0,0,0,20.35,215.25,0.0,0,526.6800000000001,741.9300000000001,5564,1,1,1,0,0,2035000.0,19.568181818181817,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,20,1,0,1,0,0.0,95363,37.410236,-121.320337,1,14,1,7.26,1,1,42,0,0,0,0,1,0,0,1,1,86.1,1235.55,0.0,0,101.64,1337.19,15536,0,2,0,0,2,2.0499995119048777,88.25357142857142,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,50,0,0,1,1,0.0,91755,34.049172,-118.115022,4,68,1,47.91,1,1,23,1,1,1,1,1,1,1,1,1,89.05,6185.8,0.0,0,3257.88,9443.68,26933,1,3,0,0,8,3.871737447070675,90.96764705882352,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,62,0,0,0,0,0.0,91007,34.128284,-118.047732,0,5,1,29.75,0,1,6,0,0,0,1,0,0,0,1,1,75.65,399.45,0.0,0,148.75,548.2,30933,1,1,1,0,1,12.608312319479468,79.89,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,38,0,0,1,3,0.0,96106,39.745805,-120.580882,8,53,1,25.32,0,0,0,0,0,0,0,0,0,0,0,1,19.4,1110.35,0.0,0,1341.96,2452.31,88,1,5,0,0,0,1940000.0,20.95,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,73,0,1,1,0,0.2505053921480854,95203,37.954089,-121.329761,8,14,1,45.76,0,0,0,0,0,0,0,0,0,0,0,0,19.65,228.65,0.0,0,640.64,869.29,16357,0,2,0,0,0,1965000.0,16.33214285714286,1,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,57,0,0,1,0,0.09737968012364465,92404,34.183286,-117.221722,1,70,1,42.67,1,1,24,1,0,1,1,0,0,0,1,0,65.3,4759.75,0.0,0,2986.9,7746.65,53636,1,2,0,0,4,2.72083219965325,67.99642857142857,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,75,0,1,0,0,1.0,95664,38.803731,-121.043799,0,21,1,24.91,1,1,17,0,1,1,0,1,1,1,0,1,104.35,2271.85,0.0,130,523.11,2924.96,1173,0,1,1,0,6,6.138231683393127,108.18333333333332,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,56,0,0,1,3,0.2453711467369316,95726,38.733908,-120.453416,2,38,1,13.67,1,1,30,0,1,1,0,1,1,1,1,0,78.95,2862.55,0.0,0,519.46,3382.01,8577,1,5,0,0,6,2.631665789444737,75.33026315789475,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,62,0,0,0,0,0.0,92252,34.167236,-116.281511,0,20,1,27.11,0,0,0,0,0,0,0,0,0,0,0,1,19.7,419.4,0.0,0,542.2,961.6,8141,1,1,1,0,0,1970000.0,20.97,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,32,0,0,0,0,0.5560981365525715,96080,40.186772,-122.388361,0,18,1,1.42,0,0,0,0,0,0,0,0,0,0,0,0,19.65,411.25,0.0,0,25.56,436.81,26438,1,1,1,0,0,1965000.0,22.84722222222222,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,29,1,0,1,5,0.2556777216473174,94938,38.021772,-122.691744,3,53,1,31.99,0,1,59,0,0,1,0,0,1,1,1,0,60.6,3297.0,0.0,0,1695.47,4992.47,821,0,7,0,0,3,1.0271184699799203,62.20754716981132,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,39,0,0,0,0,0.2453711467369316,96145,39.178337,-120.162806,0,68,1,32.67,1,1,3,1,1,1,1,1,1,1,1,1,117.2,8035.95,0.0,0,2221.56,10257.51,4002,1,1,1,0,8,39.06653644487852,118.17573529411764,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,79,0,1,0,0,0.2049644266864006,91501,34.188339,-118.300942,0,1,0,0.0,0,1,26,0,0,0,0,1,0,0,1,1,36.45,36.45,0.0,0,0.0,36.45,18112,0,1,1,0,1,1.401922537722101,36.45,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,61,0,0,0,0,0.17219142886694178,90221,33.885811,-118.206459,0,31,1,25.57,0,1,27,0,1,1,1,1,1,1,0,0,79.2,2497.2,0.0,70,792.67,3359.87,51387,1,1,1,0,6,2.933332246913982,80.55483870967741,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,30,0,0,1,2,0.3145715995918679,90670,33.933565,-118.062611,4,40,1,29.14,0,1,48,1,1,0,1,0,1,1,1,1,71.35,2847.2,0.0,0,1165.6,4012.8,16271,1,4,0,0,5,1.486458023654578,71.17999999999999,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,67,0,1,1,0,0.0,91980,32.587557,-116.636816,6,69,1,34.55,0,1,19,1,1,0,0,0,1,0,1,0,87.3,6055.55,0.0,0,2383.95,8439.5,91,0,2,0,0,3,4.594734423823987,87.76159420289855,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,40,0,0,0,0,1.0,92273,32.790282,-115.689559,0,49,1,35.87,1,1,30,1,1,0,0,0,0,0,1,1,59.75,2934.3,0.0,0,1757.63,4691.93,1632,1,1,1,0,3,1.991666002777999,59.88367346938776,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,22,1,0,1,0,0.40838366096098255,93628,36.807595,-118.901544,5,72,1,22.74,1,1,48,1,1,0,0,0,1,1,1,1,94.45,6921.7,0.0,0,1637.28,8558.98,93,0,2,0,0,5,1.9677079233941823,96.13472222222222,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,50,0,0,0,0,0.40838366096098255,94950,38.052209,-122.775567,0,63,1,31.34,1,1,26,1,1,1,1,0,1,1,1,1,80.3,4995.35,0.0,0,1974.42,6969.77,248,1,1,1,0,7,3.0884603505921726,79.29126984126985,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,38,0,0,1,1,0.07602785288412733,92602,33.720359,-117.733655,3,56,1,42.16,1,1,19,0,0,1,1,1,1,1,1,1,103.2,5873.75,0.0,0,2360.96,8234.71,2762,1,3,0,0,6,5.431576088644164,104.88839285714286,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,33,0,0,1,0,0.29879376316944134,94606,37.792489,-122.244314,8,5,1,15.74,1,1,28,1,0,0,0,0,1,1,1,1,89.15,413.25,0.0,0,78.7,491.95,41876,1,2,0,0,4,3.183927434311631,82.65,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,46,0,0,0,0,0.3623370585650253,94703,37.863843,-122.275684,0,4,1,12.58,0,1,19,0,0,0,0,0,0,0,1,1,70.05,266.9,0.0,0,50.32,317.22,19763,1,1,1,0,0,3.686840164820966,66.725,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,49,0,0,1,0,0.66177646812079,92028,33.362575,-117.299644,1,14,1,29.18,1,1,19,0,0,1,0,0,1,1,1,1,87.25,1258.6,0.0,0,408.52,1667.12,42239,1,2,0,0,4,4.59210284626166,89.89999999999999,0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,74,0,1,0,0,0.22609937723101378,95678,38.759751,-121.288545,0,23,1,17.62,1,1,29,0,1,1,0,1,1,0,1,1,106.4,2483.5,0.0,0,405.2600000000001,2888.76,30614,0,1,1,0,5,3.6689642520812926,107.97826086956522,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,29,1,0,1,2,0.23970338309591263,94925,37.924014,-122.511694,8,43,1,5.25,1,1,59,0,0,1,0,1,1,1,1,1,99.3,4209.95,0.0,0,225.75,4435.7,9038,0,4,0,0,5,1.6830505621948195,97.90581395348836,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,55,0,0,1,0,0.2556777216473174,92333,34.274846,-116.937581,1,37,1,30.16,1,1,4,1,0,1,1,0,1,1,1,1,99.2,3754.6,0.0,0,1115.92,4870.52,414,1,2,0,0,6,24.799938000155,101.47567567567567,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,25,1,0,0,0,0.23970338309591263,94568,37.713926,-121.928425,0,1,1,36.07,0,1,41,0,0,1,0,1,0,1,1,1,84.85,84.85,0.0,0,36.07,120.92,29636,0,1,1,0,3,2.069511690363002,84.85,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,47,0,0,0,0,0.0,92084,33.22784,-117.200024,0,23,0,0.0,0,1,14,0,0,0,0,1,1,1,0,1,44.95,996.85,25.84,40,0.0,1011.01,44692,1,1,1,1,3,3.2107119923485774,43.34130434782609,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,56,0,0,1,0,0.2830463091532722,95991,39.02741,-121.614982,10,72,1,26.04,1,1,6,0,1,0,1,1,1,1,1,1,78.95,5730.15,0.0,0,1874.88,7605.03,34967,1,2,0,0,6,13.15831140281433,79.58541666666666,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,35,0,0,1,0,1.0,95526,40.372532,-123.525626,1,34,1,43.33,1,1,16,0,0,0,0,1,1,1,1,1,97.65,3207.55,0.0,0,1473.22,4680.77,695,1,2,0,0,4,6.103121185549259,94.33970588235294,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,62,0,0,1,2,0.0,95687,38.333133,-121.920151,8,4,1,3.57,0,0,0,0,0,0,0,0,0,0,0,0,19.5,96.85,0.0,0,14.28,111.13,63157,1,4,0,0,0,1950000.0,24.2125,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,58,0,0,0,1,0.2976397742114382,95136,37.270938,-121.851046,0,2,1,21.18,0,0,0,0,0,0,0,0,0,0,0,0,19.25,48.35,0.0,0,42.36,90.71,36944,1,2,0,0,0,1925000.0,24.175,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,52,0,0,1,1,0.2049644266864006,90240,33.956228,-118.120993,4,6,1,25.05,0,0,0,0,0,0,0,0,0,0,0,0,20.1,100.35,0.0,0,150.3,250.65,24908,1,3,0,0,0,2010000.0,16.724999999999998,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,54,0,0,1,2,0.0,95554,40.267158,-123.805913,1,1,1,28.73,0,0,0,0,0,0,0,0,0,0,0,0,19.45,19.45,0.0,0,28.73,48.18,644,1,4,0,0,0,1945000.0,19.45,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,52,0,0,1,3,0.13834847774975415,90402,34.035849,-118.503508,7,49,1,27.38,1,1,57,0,1,0,0,1,1,1,1,1,98.35,4889.2,0.0,0,1341.62,6230.82,11509,1,5,0,0,5,1.7254382937827553,99.7795918367347,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,71,0,1,1,0,0.25165954426959747,92835,33.902211,-117.914922,0,21,1,22.3,0,1,9,0,0,1,0,1,0,0,1,0,86.55,1857.25,0.0,0,468.3,2325.55,21157,0,2,0,0,2,9.616655981493354,88.44047619047619,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,73,0,1,1,0,0.295111494699177,92029,33.079834,-117.134275,1,1,1,24.24,0,1,9,1,0,0,0,0,0,0,1,1,49.55,49.55,0.0,0,24.24,73.78999999999999,17944,0,2,0,0,1,5.505549438278402,49.55,0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,56,0,0,1,0,0.0,95370,37.982716,-120.343732,9,22,1,48.68,0,1,18,0,0,1,0,1,0,0,1,1,87.0,1850.65,0.0,0,1070.96,2921.61,25340,1,2,0,0,2,4.83333064814964,84.12045454545455,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,27,1,0,0,0,0.17712961123797105,93033,34.156629,-119.117218,0,62,1,23.88,1,1,47,1,1,1,0,0,0,0,1,1,92.05,5755.8,14.21,0,1480.56,7222.15,77791,0,1,1,1,4,1.9585102215935697,92.83548387096776,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,32,0,0,0,0,0.0,92067,33.012751,-117.200617,0,47,1,2.45,0,1,13,1,0,1,1,1,1,1,1,1,103.7,4730.6,0.0,0,115.15,4845.75,7615,1,1,1,0,6,7.976916940833123,100.65106382978723,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,58,0,0,1,1,0.2556777216473174,96059,40.426679,-121.850421,7,47,1,9.19,1,1,19,1,1,1,1,1,1,1,1,1,113.45,5317.8,0.0,0,431.93,5749.7300000000005,598,1,3,0,0,8,5.971049488921322,113.14468085106384,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,49,0,0,0,0,0.2529974635237006,95965,39.624561,-121.552866,0,5,1,24.53,0,0,0,0,0,0,0,0,0,0,0,0,20.55,96.1,0.0,0,122.65,218.75,17782,1,1,1,0,0,2055000.0,19.22,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,28,1,0,1,0,0.6387370967982885,92129,32.961064,-117.134917,1,2,1,9.76,0,1,27,0,0,0,0,0,0,0,1,1,70.7,141.45,0.0,0,19.52,160.97,47224,0,2,0,0,0,2.6185175486972043,70.725,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
